Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
DE102018009592A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
DE102018009592A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
DE102018009592A1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
DE102018009592A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
DE102018009592A1,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN210710785U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN210710785U,RECOVERY TECHNOLOGY,USING FLOCCULANT,,,
CN210710785U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111252792A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111252792A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111252792A,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN111252876A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111252876A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN210710757U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN210710757U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN210710757U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111253005B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111253005B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111253005B,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN111253005B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN210683539U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN210683539U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111217496A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111217496A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111217496A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111217477A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111217477A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111217477A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN111217477A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111204725A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111204725A,RECOVERY TECHNOLOGY,ION EXCHANGE,,,
CN111204725A,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN111204725A,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN111204725A,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN111203180B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111203180B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111203180B,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN111203180B,RECOVERY SOURCES,OTHER WASTEWATER,,,
KR102211747B1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
KR102211747B1,RECOVERY TECHNOLOGY,USING ACIDS,,,
KR102211747B1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
KR102211747B1,RECOVERY SOURCES,OTHER WASTEWATER,,,
KR102156161B1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
KR102156161B1,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
KR102156161B1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
KR102156161B1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
US11364463B2,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US11364463B2,RECOVERY SOURCES,SEWAGE SLUDGE,,,
US11364463B2,RECOVERY SOURCES,OTHER WASTEWATER,,,
US20220017395A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US20220017395A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
US20220017395A1,RECOVERY TECHNOLOGY,OTHER RECOVERY AGENTS,,,
US20220017395A1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
US20220017395A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN210620250U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN210620250U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN210620250U,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN111137888A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111137888A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN111137888A,RECOVERY SOURCES,ACTIVATED CARBON PRODUCTION PROCESS,,,
CN111087097B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111087097B,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN111072244A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111072244A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111072244A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN210394099U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN210394099U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN210394099U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
KR102166989B1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
KR102166989B1,RECOVERY TECHNOLOGY,USING ACIDS,,,
KR102166989B1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111018132B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN111018132B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN111020614B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111020614B,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN111020614B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN111020589B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN111020589B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN111020589B,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN111020589B,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
BR102019027642A2,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
BR102019027642A2,RECOVERY TECHNOLOGY,USING ACIDS,,,
BR102019027642A2,RECOVERY SOURCES,SEWAGE SLUDGE,,,
BR102019027642A2,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
KR102426570B1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
KR102426570B1,RECOVERY TECHNOLOGY,USING ACIDS,,,
KR102426570B1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
JP6731025B2,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
JP6731025B2,RECOVERY TECHNOLOGY,USING ADSORBENT,,,
JP6731025B2,RECOVERY SOURCES,GENERAL WASTEWATER,,,
JP6731025B2,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110963596A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110963596A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN210237394U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN210237394U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN210237394U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110937679A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110937679A,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN110937679A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN210193406U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN210193406U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN210193406U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN210193406U,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN110921642A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110921642A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN110921642A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN210193527U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN210193527U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN210193527U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
EP3626684A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
EP3626684A1,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
EP3626684A1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
US20220073391A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US20220073391A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
US20220073391A1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
US20220073391A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110877953A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110877953A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN210133953U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN210133953U,RECOVERY TECHNOLOGY,USING ADSORBENT,,,
CN210133953U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110845054A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110845054A,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN110845054A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110844897A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN110844897A,RECOVERY TECHNOLOGY,CRYSTALLIZATION,,,
CN110844897A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN110844897A,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN110844897A,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN110845107A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110845107A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN110845107A,RECOVERY TECHNOLOGY,OTHER RECOVERY AGENTS,,,
CN110845107A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110759344A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN110759344A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN110759344A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110760682A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110760682A,RECOVERY TECHNOLOGY,PRECIPITATION,,,
CN110760682A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN110759581A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110759581A,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN110759581A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110734194A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110734194A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN110734194A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN209957536U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN209957536U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN209957536U,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN110668599A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110668599A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN110668599A,RECOVERY TECHNOLOGY,OTHER RECOVERY AGENTS,,,
CN110668599A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110642459A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110642459A,RECOVERY TECHNOLOGY,USING FLOCCULANT,,,
CN110642459A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110642459A,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
TW202000287A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
TW202000287A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN110590036A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN110590036A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN110563218A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110563218A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110563218A,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN110563255A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110563255A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN110563255A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110550774A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110550774A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110550833A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110550833A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110550832A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110550832A,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN110550832A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
WO2021051704A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
WO2021051704A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
WO2021051704A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110482513B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110482513B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN110482513B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110482728A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN110482728A,RECOVERY TECHNOLOGY,FILTRATION,,,
CN110482728A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
US20210238074A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US20210238074A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
US20210238074A1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
US20210238074A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
DE102018111145A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
DE102018111145A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
DE102018111145A1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
DE102018111145A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110436723A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110436723A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN110436723A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110436426A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN110436426A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN110436426A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110436426A,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN110407358A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110407358A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN110407358A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
US20210363039A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US20210363039A1,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
US20210363039A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110386697B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110386697B,RECOVERY TECHNOLOGY,USING FLOCCULANT,,,
CN110386697B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110371944B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110371944B,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN110357219B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110357219B,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN110357219B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110357676A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110357676A,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN110357676A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110342729A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110342729A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110316713A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110316713A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
JP6930473B2,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
JP6930473B2,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
JP6930473B2,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
JP6969476B2,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
JP6969476B2,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
JP6891844B2,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
JP6891844B2,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN110304608A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN110304608A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN110304608A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110304695A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110304695A,RECOVERY TECHNOLOGY,ELECTROCHEMICAL TREATMENT,,,
CN110304695A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110272170B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110272170B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN110272170B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110228912A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110228912A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110227409A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110227409A,RECOVERY TECHNOLOGY,USING FLOCCULANT,,,
CN110227409A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110203898A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN110203898A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN110203898A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN110194569A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110194569A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN110194569A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110194568A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110194568A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN110194568A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110156270A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110156270A,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN110156270A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110156157A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110156157A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN110156157A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
KR20190097960A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
KR20190097960A,RECOVERY TECHNOLOGY,USING ACIDS,,,
KR20190097960A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN110129875A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN110129875A,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN110127829B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110127829B,RECOVERY TECHNOLOGY,OTHER RECOVERY AGENTS,,,
CN110127829B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN209259819U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN209259819U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN209259819U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN209242807U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN209242807U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN209242807U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110104848A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110104848A,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN110104848A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110104864A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110104864A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110078040B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110078040B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN110078040B,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN110040864A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN110040864A,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN110026164A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN110026164A,RECOVERY TECHNOLOGY,USING ADSORBENT,,,
CN110026164A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
US11358892B2,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US11358892B2,RECOVERY TECHNOLOGY,USING ACIDS,,,
US11358892B2,RECOVERY SOURCES,SEWAGE SLUDGE,,,
US20210179458A1,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US20210179458A1,RECOVERY TECHNOLOGY,USING ACIDS,,,
US20210179458A1,RECOVERY SOURCES,GENERAL WASTEWATER,,,
US20210179458A1,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN109942408A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN109942408A,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN209043015U,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN209043015U,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN109956592A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN109956592A,RECOVERY TECHNOLOGY,USING ADSORBENT,,,
CN109956592A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
EP3728136A4,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
EP3728136A4,RECOVERY TECHNOLOGY,USING ACIDS,,,
EP3728136A4,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN109928542A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN109928542A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN109928542A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
US11345624B2,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
US11345624B2,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN208995368U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN208995368U,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN208995368U,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN109893876B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN109893876B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN109893876B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN109879325B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN109879325B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN109879325B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN208948923U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN208948923U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN208948923U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN109851154B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN109851154B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN109851154B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN109836610B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN109836610B,RECOVERY SOURCES,ACIDIC WASTEWATER,,,
CN208916959U,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN208916959U,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN208916959U,RECOVERY SOURCES,GENERAL WASTEWATER,,,
KR2011889B1,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
KR2011889B1,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN109809597B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN109809597B,RECOVERY TECHNOLOGY,OTHER RECOVERY AGENTS,,,
CN109809597B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN109809631A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN109809631A,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN109776360A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN109776360A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN109761238B,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN109761238B,RECOVERY SOURCES,SEMICONDUCTOR WASTE,,,
CN109748277A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN109748277A,RECOVERY TECHNOLOGY,USING ADSORBENT,,,
CN109748277A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN109734215A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN109734215A,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN109734215A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN109734214A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN109734214A,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN109734214A,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN109722264B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN109722264B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN109678319A,RECOVERY RESOURCES,PHOSPHORIC ACID,,,
CN109678319A,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN109678319A,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN109665683A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN109665683A,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN109665683A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN109650589A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN109650589A,RECOVERY TECHNOLOGY,USING ADSORBENT,,,
CN109650589A,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN109607869A,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
