Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
CN106780068A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN106780068A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN106780068A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN106647892A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN106647892A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN106647892A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN106647892A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN106647892A,APPLICATIONS,IMPROVE/ INCREASE GROWTH,,,
CN106647892A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN206115310U,DATA ANALYTICS,IOT,,,
CN206115310U,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN206115310U,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN206115310U,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
KR101726257B1,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
KR101726257B1,PARAMETERS MONITORED,PLANT GROWTH,,,
CN206021058U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN206021058U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN206021058U,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN205983048U,DATA ANALYTICS,IOT,,,
CN205983048U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN205983048U,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN106444938A,DATA ANALYTICS,IOT,,,
CN106444938A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN106444938A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN106444938A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN106444938A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
US20210289723A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20210289723A1,PARAMETERS MONITORED,WEATHER,,,
US20210289723A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20210289723A1,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
US20210289723A1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN205910616U,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN205910616U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN205910616U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN205910616U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN205910616U,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN106292804A,DATA ANALYTICS,IOT,,,
CN106292804A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN106292804A,APPLICATIONS,PREDICTIONS,GROWTH,,
CN106292804A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN106303925A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN106303925A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
EP3861844A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,COMPUTER VISION,,
EP3861844A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
EP3861844A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
EP3861844A1,PARAMETERS MONITORED,PEST AND DISEASE,,,
EP3861844A1,PARAMETERS MONITORED,FARM YIELD,,,
EP3861844A1,PARAMETERS MONITORED,WEATHER,,,
EP3861844A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
EP3861844A1,APPLICATIONS,PREDICTIONS,YIELD,,
CN106168782A,DATA ANALYTICS,IOT,,,
CN106168782A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN106168782A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN106168782A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN106157589A,DATA ANALYTICS,IOT,,,
CN106157589A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN106157589A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN106157589A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN106161646A,DATA ANALYTICS,IOT,,,
CN106161646A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN106161646A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN106161646A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN106060174A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN106060174A,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
CN106060174A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN106060174A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN106060174A,PARAMETERS MONITORED,WEATHER,,,
CN106060174A,APPLICATIONS,PREDICTIONS,YIELD,,
CN106054679B,DATA ANALYTICS,IOT,,,
CN106054679B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN106054679B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN106054679B,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN106054679B,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN106054679B,APPLICATIONS,PREDICTIONS,YIELD,,
CN105974833A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN205594695U,DATA ANALYTICS,IOT,,,
CN205594695U,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN205594695U,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN205594695U,COMMUNICATION TECHNOLOGIES,CELLULAR,5G,,
CN205594695U,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN205594695U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN205594695U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN205594695U,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN205594695U,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN105955161A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN105955161A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN105955161A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN105955161A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN105955161A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN205450843U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN205450843U,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN205450843U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN205450843U,PARAMETERS MONITORED,PLANT GROWTH,,,
CN205450843U,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
US10395115B2,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US10395115B2,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US10395115B2,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN105807824B,DATA STORING/ SHARING TECHNOLOGIES,DEVICE MEMORY,,,
CN105807824B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN105807824B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN105787446A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
CN105787446A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN105787446A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN105787446A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN205249868U,DATA ANALYTICS,IOT,,,
CN205249868U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN205249868U,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN205249868U,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN205249868U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN205249868U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN205249868U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN105549661A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN105549661A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN105549661A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN105549661A,APPLICATIONS,DATA REPRESENTATION,TABLES,,
CN105432438A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN105432438A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN105432438A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN105432438A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN105432438A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN105432438A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN105432438A,PARAMETERS MONITORED,WEATHER,,,
CN105432438A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN105425755A,DATA ANALYTICS,IOT,,,
CN105425755A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN105425755A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN105425755A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN105425755A,APPLICATIONS,PREDICTIONS,YIELD,,
CN105425755A,APPLICATIONS,PREDICTIONS,COST,,
CN105425755A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN105225161A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN105159268A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN105159268A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN105159268A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
US20200386733A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
US20200386733A1,APPLICATIONS,OTHER APPLICATIONS,,,
IN201941022354A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN201941022354A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
IN201941022354A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,DEEP LEARNING,,
IN201941022354A,DATA ANALYTICS,IOT,,,
IN201941022354A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN201941022354A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN201941022354A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
IN201941022354A,PARAMETERS MONITORED,PEST AND DISEASE,,,
IN201941022354A,PARAMETERS MONITORED,PLANT GROWTH,,,
IN201941022354A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
IN201941022354A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN110138879B,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
CN110138879B,DATA ANALYTICS,IOT,,,
CN110138879B,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
CN110138879B,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN110138879B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN110138879B,PARAMETERS MONITORED,FARM YIELD,,,
CN110138879B,PARAMETERS MONITORED,WEATHER,,,
CN110138879B,APPLICATIONS,PREDICTIONS,GROWTH,,
CN110138879B,APPLICATIONS,PREDICTIONS,YIELD,,
CN110161970B,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
CN110161970B,DATA ANALYTICS,IOT,,,
CN110161970B,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
CN110161970B,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN110161970B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN110161970B,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN110161970B,PARAMETERS MONITORED,PLANT GROWTH,,,
CN110161970B,PARAMETERS MONITORED,WEATHER,,,
CN110161970B,APPLICATIONS,PREDICTIONS,GROWTH,,
CN110161970B,APPLICATIONS,PREDICTIONS,YIELD,,
CN110175151A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN110175151A,DATA ANALYTICS,BIG DATA,,,
CN110175151A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN110175151A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN110674964A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN110674964A,DATA ANALYTICS,CLOUD COMPUTING,,,
CN110674964A,DATA ANALYTICS,IOT,,,
CN110674964A,DATA ANALYTICS,BIG DATA,,,
CN110674964A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN110674964A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
WO2020230937A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
WO2020230937A1,PARAMETERS MONITORED,PLANT GROWTH,,,
WO2020230937A1,PARAMETERS MONITORED,FARM YIELD,,,
WO2020230937A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
WO2020230937A1,APPLICATIONS,IMPROVE/ INCREASE GROWTH,,,
CN110442071B,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN110442071B,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN110442071B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN110442071B,PARAMETERS MONITORED,WEATHER,,,
CN110442071B,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN110096497A,DATA ANALYTICS,IOT,,,
CN110096497A,PARAMETERS MONITORED,FARM YIELD,,,
CN110096497A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN209820522U,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN209820522U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN209820522U,PARAMETERS MONITORED,PLANT GROWTH,,,
CN209820522U,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
KR102231968B1,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
KR102231968B1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR102231968B1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR102231968B1,PARAMETERS MONITORED,WEATHER,,,
CN109857178B,DATA ANALYTICS,BIG DATA,,,
CN109857178B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN109857178B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109857178B,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN109857178B,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109981752A,DATA ANALYTICS,IOT,,,
CN109981752A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN109981752A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN109981752A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN109981752A,PARAMETERS MONITORED,WEATHER,,,
CN109981752A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN109981752A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN109981752A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN209525346U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN209525346U,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN209525346U,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN209525346U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN209525346U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN209525346U,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN209525346U,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
CN111418296A,DATA ANALYTICS,BIG DATA,,,
CN111418296A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN111418296A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN111418296A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN111418296A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109839155A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
CN109839155A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN109839155A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN109839155A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN109839155A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109839155A,PARAMETERS MONITORED,WEATHER,,,
CN109839155A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
IN201941003983A,DATA ANALYTICS,IOT,,,
IN201941003983A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN201941003983A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
IN201941003983A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN201941003983A,PARAMETERS MONITORED,WEATHER,,,
IN201941003983A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
IN201941003983A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN109781963A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN109781963A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN109781963A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN109781963A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN109781963A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109781963A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN109781963A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN109781963A,PARAMETERS MONITORED,WEATHER,,,
CN109781963A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN109781963A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109767347B,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN109767347B,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN109767347B,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN109784695A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109784695A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN109784695A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109598384A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN109598384A,DATA ANALYTICS,BIG DATA,,,
CN109598384A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN109598384A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109407668A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN109407668A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
CN109407668A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN109407668A,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
CN109407668A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN109407668A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN109407668A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109558939B,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN109558939B,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
CN109558939B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN109558939B,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN109558939B,PARAMETERS MONITORED,PLANT GROWTH,,,
CN109558939B,APPLICATIONS,PREDICTIONS,GROWTH,,
CN109102422B,DATA ANALYTICS,IOT,,,
CN109102422B,DATA ANALYTICS,BIG DATA,,,
CN109102422B,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN109102422B,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN109102422B,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN109102422B,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN109102422B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN109102422B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109102422B,PARAMETERS MONITORED,PLANT GROWTH,,,
CN109102422B,PARAMETERS MONITORED,WEATHER,,,
CN109102422B,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
CN109102422B,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN109102422B,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN109165352A,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
CN109165352A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN109165352A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109165352A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN109165352A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN109165352A,APPLICATIONS,DATA REPRESENTATION,TABLES,,
CN109165352A,APPLICATIONS,PREDICTIONS,GROWTH,,
CN109165352A,APPLICATIONS,PREDICTIONS,YIELD,,
CN109165352A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN109165352A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109087211A,PARAMETERS MONITORED,FARM YIELD,,,
CN109087211A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN109087211A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108919768A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN108919768A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN108919768A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN109194733A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN109194733A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN109194733A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN109194733A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN109194733A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN109194733A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN109194733A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109169186A,DATA ANALYTICS,IOT,,,
CN109169186A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN109169186A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN109169186A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN109169186A,PARAMETERS MONITORED,WEATHER,,,
CN109169186A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109041965A,DATA ANALYTICS,IOT,,,
CN109041965A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN109005848A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN109005848A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN109005848A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109190894A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN109190894A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108985802A,DATA ANALYTICS,IOT,,,
CN108985802A,DATA ANALYTICS,BLOCK CHAIN,,,
CN108985802A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN108985802A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108694596A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN108694596A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN109034842B,DATA ANALYTICS,BLOCK CHAIN,,,
CN109034842B,APPLICATIONS,OTHER APPLICATIONS,,,
KR101968613B1,DATA ANALYTICS,BIG DATA,,,
KR101968613B1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN208596316U,DATA ANALYTICS,IOT,,,
CN208596316U,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN208596316U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN208596316U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN208596316U,APPLICATIONS,OTHER APPLICATIONS,,,
CN108762084A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
CN108762084A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN108762084A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN108762084A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN108781926B,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
CN108781926B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN108781926B,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN110558023A,DATA ANALYTICS,IOT,,,
CN110558023A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN110558023A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN110558023A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN110558023A,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
US20180349520A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20180349520A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20180349520A1,PARAMETERS MONITORED,FARM YIELD,,,
US20180349520A1,PARAMETERS MONITORED,WEATHER,,,
US20180349520A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20180349520A1,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN108694615A,DATA ANALYTICS,IOT,,,
CN108694615A,DATA ANALYTICS,BIG DATA,,,
CN108694615A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
IN201841019111A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,COMPUTER VISION,,
IN201841019111A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
IN201841019111A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN201841019111A,PARAMETERS MONITORED,FARM YIELD,,,
IN201841019111A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
IN201841019111A,APPLICATIONS,PREDICTIONS,YIELD,,
IN201841019111A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN108650321A,DATA ANALYTICS,IOT,,,
