Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
CN114369143A,APPLICATIONS,LIVESTOCK INDUSTRY,,,
CN114350732A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114350732A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114344481A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114344481A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114344481A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114344481A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
CN114344481A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114344444A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114344444A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114344444A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114344443A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114344443A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114344443A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114344443A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114344443A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114344445A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114344445A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114344445A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114344217A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114344217A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN114344480A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114344480A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114344480A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114344480A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,DRUG DELIVERY,
CN114344480A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114344480A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
US20220111073A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20220111073A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20220111036A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20220111036A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20220111036A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
CN114315966A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114315966A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114315966A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114315967A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114315967A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114315967A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114317656A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114317656A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114317656A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114315963A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114315963A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114315963A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114315963A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114317658A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114317658A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114317658A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114317655A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114317655A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114306137A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114306137A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114306630A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114306630A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114306630A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114306630A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114306630A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114306630A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114317649A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114317649A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114317649A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114315971A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114315971A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114315971A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN114317650A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114317650A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114317650A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
FR3114742A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
FR3114742A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
FR3114742A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
FR3114742A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
FR3114742A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
FR3114742A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114276415A,FOCUS AREA,LEUPRORELIN,,,
CN114276415A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114272184A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114272184A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN114276411A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114276411A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114276422A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114276422A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114276422A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
CN114276422A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN114276422A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114277078A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114277078A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114259553A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114259553A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114259553A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114259553A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114262362A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114262362A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114262362A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114249799A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114249799A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114249799A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN114249799A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114249788A,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
CN114249788A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114249788A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114249788A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114249800A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114249800A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114249800A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114250168A,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
CN114250168A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114250168A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114250168A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN114225006A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114225006A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114225006A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114225006A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114225006A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114231582A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114231582A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114231582A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114230633A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114230633A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
RU2766346C1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
RU2766346C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
RU2766346C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
RU2766346C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN114213516A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114213516A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114213516A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114213516A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114213516A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114213506A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114213506A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114213506A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114213506A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114213506A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114213506A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114214366A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114214366A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114214366A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114213490A,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
CN114213490A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114213490A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114213529A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114213529A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114195860A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114195860A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114195860A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114195860A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114195860A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114195860A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114195864A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114195864A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114195861A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114195861A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114195861A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN114195861A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
CN114195863A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114195863A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114195863A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114195863A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN114196631A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114196631A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114196631A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114196718A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114196718A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20220089638A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20220089638A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114181319A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114181319A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114181319A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114159369A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114159369A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN114159545A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114159545A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114159545A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114159545A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114163499A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114163499A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114163499A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114163499A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114163499A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN114163516A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114163516A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114163500A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114163500A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114163500A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114163493A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114163493A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114163493A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,ALZHEIMER'S DISEASE,
CN114163493A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN114163493A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114133432A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114133432A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114133432A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN114133432A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
CN114133432A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114129713A,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
CN114129713A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114129713A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114129713A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114134191A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114134191A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114134191A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114129712A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114129712A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN114129712A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114133434A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114133434A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114133434A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114133434A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN114133430A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114133430A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114133430A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,DRUG DELIVERY,
CN114133430A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
TW202222340A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
TW202222340A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
CN114099713A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114099713A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114099713A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114099713A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114106205A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114106205A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114107419A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114107419A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114106084A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114106084A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN114106125A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114106125A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114106098A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114106098A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114106098A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114106110A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114106110A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN114106110A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114106110A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114106110A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114085285A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114085285A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20220056447A1,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
US20220056447A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20220056447A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220056447A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
US20220056447A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20220056447A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US11352403B2,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US11352403B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US11352403B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
TWM623800U,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
TWM623800U,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114075588A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114075588A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN114075588A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,AUTOIMMUNE DISEASE,
CN114075588A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN114075588A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN114057848A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114057848A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114057848A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN114057848A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
CN114057848A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN114057848A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114057836A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114057836A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN114052318A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN114052318A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,DRUG DELIVERY,
CN114057847A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN114057847A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN114057847A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN114057847A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
CN114057847A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN114057851A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
